Skin Tone,Skin Tone Hex,Skin_R,Skin_G,Skin_B,Hair Color,Hair Color Hex,Hair_R,Hair_G,Hair_B,Eye Color,Eye Color Hex,Eye_R,Eye_G,Eye_B,Vein Color,Vein Color Hex,Vein_R,Vein_G,Vein_B,Body Shape,Body Proportion,Do's to Wear,Don'ts to Wear,Wear Colors,Avoid Colors
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Apple,Balanced,Wrap Dresses,Crop Tops,Earth Tones,Bright Red
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Trapezoid,Balanced,High-waist Pants,Boxy Tops,Rich Jewel Tones,Olive
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Brown,#5C4033,92,64,51,Neutral,#CCCC99,204,204,153,Pear,"Long Torso, Short Legs",Wrap Dresses,Crop Tops,Earth Tones,Dull Browns
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Apple,"Long Torso, Short Legs",Wrap Dresses,Boxy Tops,Rich Jewel Tones,Olive
Fair,#FFE0BD,255,224,189,Reddish Brown,#A52A2A,165,42,42,Blue,#4682B4,70,130,180,Cool,#6699CC,102,153,204,Trapezoid,"Long Torso, Short Legs",A-line Skirts,Baggy Pants,Earth Tones,Dull Browns
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Apple,Balanced,Structured Blazers,Drop Waist Dresses,Monochrome,Neon
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Trapezoid,Balanced,Structured Blazers,Drop Waist Dresses,Rich Jewel Tones,Ashy Colors
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Pear,Balanced,High-waist Pants,Baggy Pants,Rich Jewel Tones,Bright Red
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Apple,Balanced,Structured Blazers,Oversized Jackets,Monochrome,Olive
Dark,#8D5524,141,85,36,Brown,#4B3621,75,54,33,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Apple,"Short Torso, Long Legs",Wrap Dresses,Baggy Pants,Earth Tones,Dull Browns
Medium,#D1A38F,209,163,143,Brown,#4B3621,75,54,33,Green,#3E8E41,62,142,65,Warm,#99CC99,153,204,153,Rectangle,"Short Torso, Long Legs",A-line Skirts,Boxy Tops,Pastels,Neon
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Apple,"Long Torso, Short Legs",Wrap Dresses,Crop Tops,Soft Neutrals,Ashy Colors
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Neutral,#CCCC99,204,204,153,Apple,"Short Torso, Long Legs",High-waist Pants,Drop Waist Dresses,Earth Tones,Neon
Fair,#FFE0BD,255,224,189,Black,#1C1C1C,28,28,28,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Pear,Balanced,Structured Blazers,Boxy Tops,Monochrome,Dull Browns
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Green,#3E8E41,62,142,65,Warm,#99CC99,153,204,153,Apple,"Long Torso, Short Legs",Wrap Dresses,Oversized Jackets,Earth Tones,Ashy Colors
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Blue,#4682B4,70,130,180,Warm,#99CC99,153,204,153,Rectangle,"Short Torso, Long Legs",A-line Skirts,Baggy Pants,Earth Tones,Neon
Fair,#FFE0BD,255,224,189,Brown,#4B3621,75,54,33,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Rectangle,Balanced,High-waist Pants,Drop Waist Dresses,Soft Neutrals,Ashy Colors
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Apple,"Short Torso, Long Legs",Wrap Dresses,Drop Waist Dresses,Earth Tones,Neon
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Trapezoid,"Short Torso, Long Legs",A-line Skirts,Boxy Tops,Soft Neutrals,Bright Red
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Rectangle,"Short Torso, Long Legs",Wrap Dresses,Drop Waist Dresses,Earth Tones,Ashy Colors
Medium,#D1A38F,209,163,143,White,#FFFFFF,255,255,255,Brown,#5C4033,92,64,51,Neutral,#CCCC99,204,204,153,Trapezoid,Balanced,Wrap Dresses,Oversized Jackets,Pastels,Ashy Colors
Fair,#FFE0BD,255,224,189,Black,#1C1C1C,28,28,28,Blue,#4682B4,70,130,180,Warm,#99CC99,153,204,153,Pear,Balanced,Tailored Shirts,Boxy Tops,Rich Jewel Tones,Ashy Colors
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Apple,Balanced,Tailored Shirts,Crop Tops,Soft Neutrals,Dull Browns
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Pear,"Short Torso, Long Legs",Structured Blazers,Baggy Pants,Pastels,Ashy Colors
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Apple,"Long Torso, Short Legs",A-line Skirts,Baggy Pants,Soft Neutrals,Neon
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Pear,"Short Torso, Long Legs",High-waist Pants,Drop Waist Dresses,Soft Neutrals,Dull Browns
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Brown,#5C4033,92,64,51,Neutral,#CCCC99,204,204,153,Pear,Balanced,A-line Skirts,Baggy Pants,Pastels,Neon
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Rectangle,"Long Torso, Short Legs",Structured Blazers,Baggy Pants,Pastels,Olive
Dark,#8D5524,141,85,36,Brown,#4B3621,75,54,33,Blue,#4682B4,70,130,180,Cool,#6699CC,102,153,204,Pear,Balanced,Wrap Dresses,Crop Tops,Rich Jewel Tones,Neon
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Trapezoid,Balanced,Wrap Dresses,Drop Waist Dresses,Monochrome,Ashy Colors
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Rectangle,"Long Torso, Short Legs",Wrap Dresses,Oversized Jackets,Soft Neutrals,Olive
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Blue,#4682B4,70,130,180,Cool,#6699CC,102,153,204,Rectangle,"Long Torso, Short Legs",Wrap Dresses,Boxy Tops,Rich Jewel Tones,Dull Browns
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Pear,"Long Torso, Short Legs",Tailored Shirts,Crop Tops,Monochrome,Bright Red
Fair,#FFE0BD,255,224,189,Blonde,#FAF0BE,250,240,190,Blue,#4682B4,70,130,180,Warm,#99CC99,153,204,153,Apple,Balanced,Wrap Dresses,Oversized Jackets,Earth Tones,Bright Red
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Rectangle,Balanced,High-waist Pants,Baggy Pants,Earth Tones,Ashy Colors
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Green,#3E8E41,62,142,65,Neutral,#CCCC99,204,204,153,Rectangle,Balanced,A-line Skirts,Oversized Jackets,Rich Jewel Tones,Bright Red
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Green,#3E8E41,62,142,65,Warm,#99CC99,153,204,153,Apple,Balanced,Wrap Dresses,Boxy Tops,Rich Jewel Tones,Ashy Colors
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Pear,Balanced,A-line Skirts,Drop Waist Dresses,Earth Tones,Bright Red
Fair,#FFE0BD,255,224,189,Brown,#4B3621,75,54,33,Blue,#4682B4,70,130,180,Warm,#99CC99,153,204,153,Pear,Balanced,A-line Skirts,Oversized Jackets,Soft Neutrals,Bright Red
Fair,#FFE0BD,255,224,189,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Trapezoid,"Short Torso, Long Legs",Structured Blazers,Oversized Jackets,Monochrome,Dull Browns
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Pear,"Short Torso, Long Legs",A-line Skirts,Boxy Tops,Rich Jewel Tones,Ashy Colors
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Pear,Balanced,Wrap Dresses,Boxy Tops,Monochrome,Neon
Fair,#FFE0BD,255,224,189,Brown,#4B3621,75,54,33,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Apple,Balanced,A-line Skirts,Drop Waist Dresses,Earth Tones,Bright Red
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Rectangle,"Long Torso, Short Legs",Tailored Shirts,Boxy Tops,Soft Neutrals,Neon
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,"Long Torso, Short Legs",Structured Blazers,Drop Waist Dresses,Pastels,Ashy Colors
Fair,#FFE0BD,255,224,189,Blonde,#FAF0BE,250,240,190,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Trapezoid,Balanced,Wrap Dresses,Drop Waist Dresses,Soft Neutrals,Bright Red
Fair,#FFE0BD,255,224,189,Brown,#4B3621,75,54,33,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Apple,"Long Torso, Short Legs",High-waist Pants,Crop Tops,Soft Neutrals,Neon
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Trapezoid,"Long Torso, Short Legs",Tailored Shirts,Baggy Pants,Soft Neutrals,Bright Red
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Blue,#4682B4,70,130,180,Warm,#99CC99,153,204,153,Trapezoid,"Long Torso, Short Legs",High-waist Pants,Drop Waist Dresses,Pastels,Bright Red
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Green,#3E8E41,62,142,65,Neutral,#CCCC99,204,204,153,Rectangle,Balanced,Tailored Shirts,Crop Tops,Monochrome,Bright Red
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Pear,Balanced,A-line Skirts,Crop Tops,Rich Jewel Tones,Neon
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Trapezoid,"Long Torso, Short Legs",Tailored Shirts,Boxy Tops,Monochrome,Olive
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Apple,"Short Torso, Long Legs",High-waist Pants,Boxy Tops,Soft Neutrals,Olive
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Trapezoid,"Short Torso, Long Legs",High-waist Pants,Drop Waist Dresses,Monochrome,Dull Browns
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Pear,"Short Torso, Long Legs",Wrap Dresses,Crop Tops,Pastels,Neon
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,Balanced,Structured Blazers,Oversized Jackets,Monochrome,Ashy Colors
Fair,#FFE0BD,255,224,189,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Trapezoid,"Long Torso, Short Legs",A-line Skirts,Baggy Pants,Soft Neutrals,Dull Browns
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Rectangle,"Short Torso, Long Legs",Tailored Shirts,Crop Tops,Earth Tones,Bright Red
Dark,#8D5524,141,85,36,Brown,#4B3621,75,54,33,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Pear,"Long Torso, Short Legs",A-line Skirts,Oversized Jackets,Rich Jewel Tones,Neon
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Blue,#4682B4,70,130,180,Cool,#6699CC,102,153,204,Pear,"Short Torso, Long Legs",High-waist Pants,Crop Tops,Soft Neutrals,Ashy Colors
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Trapezoid,"Long Torso, Short Legs",Wrap Dresses,Drop Waist Dresses,Pastels,Dull Browns
Dark,#8D5524,141,85,36,Black,#1C1C1C,28,28,28,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,"Short Torso, Long Legs",A-line Skirts,Boxy Tops,Pastels,Ashy Colors
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Pear,Balanced,Structured Blazers,Oversized Jackets,Earth Tones,Dull Browns
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Rectangle,Balanced,Tailored Shirts,Crop Tops,Pastels,Dull Browns
Fair,#FFE0BD,255,224,189,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Trapezoid,"Short Torso, Long Legs",Structured Blazers,Crop Tops,Monochrome,Neon
Fair,#FFE0BD,255,224,189,Brown,#4B3621,75,54,33,Green,#3E8E41,62,142,65,Warm,#99CC99,153,204,153,Pear,"Short Torso, Long Legs",Structured Blazers,Drop Waist Dresses,Rich Jewel Tones,Ashy Colors
Fair,#FFE0BD,255,224,189,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Pear,"Long Torso, Short Legs",Structured Blazers,Baggy Pants,Rich Jewel Tones,Olive
Fair,#FFE0BD,255,224,189,Black,#1C1C1C,28,28,28,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Trapezoid,"Long Torso, Short Legs",Tailored Shirts,Boxy Tops,Monochrome,Neon
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Apple,Balanced,Tailored Shirts,Baggy Pants,Soft Neutrals,Neon
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Apple,Balanced,Wrap Dresses,Drop Waist Dresses,Earth Tones,Ashy Colors
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Blue,#4682B4,70,130,180,Neutral,#CCCC99,204,204,153,Apple,"Short Torso, Long Legs",Wrap Dresses,Crop Tops,Earth Tones,Neon
Medium,#D1A38F,209,163,143,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Trapezoid,Balanced,Tailored Shirts,Crop Tops,Pastels,Dull Browns
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Trapezoid,Balanced,High-waist Pants,Boxy Tops,Rich Jewel Tones,Dull Browns
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Rectangle,"Long Torso, Short Legs",Tailored Shirts,Boxy Tops,Pastels,Neon
Dark,#8D5524,141,85,36,Black,#1C1C1C,28,28,28,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Apple,Balanced,High-waist Pants,Baggy Pants,Monochrome,Neon
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Rectangle,"Long Torso, Short Legs",Tailored Shirts,Boxy Tops,Soft Neutrals,Bright Red
Fair,#FFE0BD,255,224,189,Brown,#4B3621,75,54,33,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Pear,"Short Torso, Long Legs",High-waist Pants,Crop Tops,Rich Jewel Tones,Olive
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Blue,#4682B4,70,130,180,Neutral,#CCCC99,204,204,153,Rectangle,"Short Torso, Long Legs",Tailored Shirts,Drop Waist Dresses,Rich Jewel Tones,Neon
Dark,#8D5524,141,85,36,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Apple,"Long Torso, Short Legs",Tailored Shirts,Baggy Pants,Earth Tones,Bright Red
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Rectangle,"Long Torso, Short Legs",Tailored Shirts,Baggy Pants,Monochrome,Dull Browns
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Pear,Balanced,Wrap Dresses,Crop Tops,Soft Neutrals,Dull Browns
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,Balanced,High-waist Pants,Drop Waist Dresses,Rich Jewel Tones,Bright Red
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Rectangle,Balanced,Tailored Shirts,Crop Tops,Rich Jewel Tones,Bright Red
Fair,#FFE0BD,255,224,189,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Pear,"Short Torso, Long Legs",Structured Blazers,Crop Tops,Pastels,Neon
Fair,#FFE0BD,255,224,189,Black,#1C1C1C,28,28,28,Brown,#5C4033,92,64,51,Neutral,#CCCC99,204,204,153,Pear,"Long Torso, Short Legs",Structured Blazers,Baggy Pants,Pastels,Olive
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Rectangle,Balanced,Tailored Shirts,Drop Waist Dresses,Pastels,Olive
Dark,#8D5524,141,85,36,Brown,#4B3621,75,54,33,Blue,#4682B4,70,130,180,Neutral,#CCCC99,204,204,153,Rectangle,"Short Torso, Long Legs",Structured Blazers,Crop Tops,Soft Neutrals,Bright Red
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Rectangle,Balanced,High-waist Pants,Crop Tops,Pastels,Dull Browns
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Rectangle,"Short Torso, Long Legs",Wrap Dresses,Crop Tops,Monochrome,Dull Browns
Dark,#8D5524,141,85,36,Blonde,#FAF0BE,250,240,190,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Trapezoid,"Long Torso, Short Legs",Structured Blazers,Crop Tops,Earth Tones,Bright Red
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Apple,"Long Torso, Short Legs",A-line Skirts,Drop Waist Dresses,Monochrome,Neon
Dark,#8D5524,141,85,36,Reddish Brown,#A52A2A,165,42,42,Blue,#4682B4,70,130,180,Neutral,#CCCC99,204,204,153,Rectangle,"Long Torso, Short Legs",Structured Blazers,Drop Waist Dresses,Soft Neutrals,Olive
Medium,#D1A38F,209,163,143,White,#FFFFFF,255,255,255,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Apple,Balanced,High-waist Pants,Drop Waist Dresses,Pastels,Bright Red
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Neutral,#CCCC99,204,204,153,Rectangle,Balanced,High-waist Pants,Crop Tops,Pastels,Ashy Colors
Dark,#8D5524,141,85,36,Brown,#4B3621,75,54,33,Blue,#4682B4,70,130,180,Neutral,#CCCC99,204,204,153,Apple,"Short Torso, Long Legs",High-waist Pants,Boxy Tops,Soft Neutrals,Ashy Colors
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Pear,Balanced,Tailored Shirts,Crop Tops,Rich Jewel Tones,Dull Browns
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,"Long Torso, Short Legs",Wrap Dresses,Oversized Jackets,Earth Tones,Bright Red
Dark,#8D5524,141,85,36,Black,#1C1C1C,28,28,28,Green,#3E8E41,62,142,65,Neutral,#CCCC99,204,204,153,Apple,Balanced,High-waist Pants,Drop Waist Dresses,Pastels,Dull Browns
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Blue,#4682B4,70,130,180,Cool,#6699CC,102,153,204,Trapezoid,"Short Torso, Long Legs",Wrap Dresses,Baggy Pants,Soft Neutrals,Ashy Colors
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Trapezoid,"Short Torso, Long Legs",Structured Blazers,Oversized Jackets,Rich Jewel Tones,Olive
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Pear,"Long Torso, Short Legs",High-waist Pants,Oversized Jackets,Soft Neutrals,Olive
Dark,#8D5524,141,85,36,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Pear,"Long Torso, Short Legs",High-waist Pants,Boxy Tops,Soft Neutrals,Dull Browns
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Brown,#5C4033,92,64,51,Cool,#6699CC,102,153,204,Trapezoid,"Long Torso, Short Legs",Wrap Dresses,Boxy Tops,Monochrome,Dull Browns
Medium,#D1A38F,209,163,143,Black,#1C1C1C,28,28,28,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,Balanced,A-line Skirts,Drop Waist Dresses,Pastels,Dull Browns
Medium,#D1A38F,209,163,143,Reddish Brown,#A52A2A,165,42,42,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Apple,"Long Torso, Short Legs",A-line Skirts,Boxy Tops,Pastels,Neon
Fair,#FFE0BD,255,224,189,Blonde,#FAF0BE,250,240,190,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Trapezoid,"Long Torso, Short Legs",Structured Blazers,Baggy Pants,Soft Neutrals,Olive
Medium,#D1A38F,209,163,143,Brown,#4B3621,75,54,33,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Trapezoid,"Long Torso, Short Legs",High-waist Pants,Boxy Tops,Pastels,Bright Red
Dark,#8D5524,141,85,36,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Rectangle,"Short Torso, Long Legs",Tailored Shirts,Boxy Tops,Pastels,Dull Browns
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Pear,"Short Torso, Long Legs",Structured Blazers,Oversized Jackets,Monochrome,Neon
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Brown,#5C4033,92,64,51,Warm,#99CC99,153,204,153,Apple,Balanced,Tailored Shirts,Oversized Jackets,Pastels,Olive
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Apple,Balanced,Structured Blazers,Drop Waist Dresses,Soft Neutrals,Neon
Fair,#FFE0BD,255,224,189,Black,#1C1C1C,28,28,28,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Rectangle,"Short Torso, Long Legs",A-line Skirts,Drop Waist Dresses,Monochrome,Bright Red
Fair,#FFE0BD,255,224,189,Reddish Brown,#A52A2A,165,42,42,Green,#3E8E41,62,142,65,Cool,#6699CC,102,153,204,Rectangle,"Short Torso, Long Legs",High-waist Pants,Oversized Jackets,Earth Tones,Ashy Colors
Fair,#FFE0BD,255,224,189,Reddish Brown,#A52A2A,165,42,42,Black,#0D0D0D,13,13,13,Neutral,#CCCC99,204,204,153,Apple,"Short Torso, Long Legs",Structured Blazers,Boxy Tops,Rich Jewel Tones,Olive
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Light Brown,#A1866F,161,134,111,Cool,#6699CC,102,153,204,Apple,"Short Torso, Long Legs",A-line Skirts,Crop Tops,Earth Tones,Bright Red
Medium,#D1A38F,209,163,143,Light Brown,#B5651D,181,101,29,Blue,#4682B4,70,130,180,Neutral,#CCCC99,204,204,153,Rectangle,"Long Torso, Short Legs",A-line Skirts,Boxy Tops,Pastels,Dull Browns
Fair,#FFE0BD,255,224,189,White,#FFFFFF,255,255,255,Blue,#4682B4,70,130,180,Warm,#99CC99,153,204,153,Pear,Balanced,High-waist Pants,Crop Tops,Soft Neutrals,Olive
Medium,#D1A38F,209,163,143,Blonde,#FAF0BE,250,240,190,Black,#0D0D0D,13,13,13,Warm,#99CC99,153,204,153,Apple,"Long Torso, Short Legs",A-line Skirts,Baggy Pants,Soft Neutrals,Ashy Colors
Fair,#FFE0BD,255,224,189,Light Brown,#B5651D,181,101,29,Light Brown,#A1866F,161,134,111,Neutral,#CCCC99,204,204,153,Trapezoid,"Long Torso, Short Legs",Tailored Shirts,Drop Waist Dresses,Soft Neutrals,Bright Red
Dark,#8D5524,141,85,36,Light Brown,#B5651D,181,101,29,Black,#0D0D0D,13,13,13,Cool,#6699CC,102,153,204,Apple,Balanced,A-line Skirts,Crop Tops,Pastels,Neon
Dark,#8D5524,141,85,36,White,#FFFFFF,255,255,255,Light Brown,#A1866F,161,134,111,Warm,#99CC99,153,204,153,Trapezoid,Balanced,A-line Skirts,Boxy Tops,Rich Jewel Tones,Olive
